id,chr,start,end,motif_start,motif_end,motif_pvalue,motif_strand,#motifs,occupancy_score,annotation,mid_position,domain_100k_1M_left,domain_100k_1M_right,cancer_peaks,normal_peaks,all_peaks,cancer_total,normal_total,all_total,cancer_mean,normal_mean,ctrl_mean,cancer_vs_other_stats,cancer_vs_other_pvalue,cancer_vs_other_adjp,normal_vs_other_stats,normal_vs_other_pvalue,normal_vs_other_adjp,cancer_vs_normal_stats,cancer_vs_normal_pvalue,cancer_vs_normal_adjp,promoter_allgenes,promoter_allgenes_pos,promoter_allgenes_hicor,promoter_allgenes_hicor_pos,promoter_upgenes,promoter_upgenes_pos,promoter_upgenes_hicor,promoter_upgenes_hicor_pos,promoter_upgenes_names,promoter_upgenes_hicor_names,promoter_dngenes,promoter_dngenes_pos,promoter_dngenes_hicor,promoter_dngenes_hicor_pos,promoter_dngenes_names,promoter_dngenes_hicor_names,domain_allgenes,domain_allgenes_pos,domain_allgenes_hicor,domain_allgenes_hicor_pos,domain_upgenes,domain_upgenes_pos,domain_upgenes_hicor,domain_upgenes_hicor_pos,domain_upgenes_names,domain_upgenes_hicor_names,domain_dngenes,domain_dngenes_pos,domain_dngenes_hicor,domain_dngenes_hicor_pos,domain_dngenes_names,domain_dngenes_hicor_names,differential_methy_EachSide150bp,DE_count_EachSide150bp,differential_methy_motif,DE_count_motif,if_intra_domain_notch,notch_center,if_intra_domain_dynamic_notch,dynamic_notch_center,if_intra_domain_MYC,PD31_peak,PD9_peak,all_patients_peaks
603911,chr17,81519130,81519682,81519439,81519458,2.46e-06,+,2,562,Distal,81519448,81419448.0,81619448.0,0,3,562,8,3,771,0.39,14.36,8.49,-3.31,0.0009823,0.029483946926229507,1.46,0.1435,0.8924160245350002,-8.91,9.227999999999999e-06,0.0019286043752276864,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,,,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,,,80.81096586666666,42,41.7089364,5,1,"81428343,81428707,81484458,81488001,81512838",0,,1,0,1,1
605330,chr18,3441347,3441729,3441498,3441517,7.56e-06,+,1,579,Intron,3441507,3281607.0,3541507.0,1,3,579,8,3,771,1.14,11.1,5.3,-3.68,0.0002495,0.009919898094138029,3.14,0.0017739999999999995,0.0379867199377916,-7.84,2.59e-05,0.005126598936170213,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,,,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,,,,0,,0,0,,0,,1,0,1,1
619951,chr19,480146,480723,480347,480366,2.81e-06,-,3,646,Distal,480356,380356.0,580356.0,1,2,646,8,3,771,2.47,5.46,6.83,-2.47,0.01379,0.21296235609493472,-0.48,0.6347,0.9206788293499034,-1.58,0.1495,0.7503949254529215,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,,,70.69171035555559,9,72.73845820000003,1,1,"489059,507210,507449,507923,510795,511304,571079,572482",0,,1,0,1,1
620515,chr19,1897511,1897991,1897791,1897810,1.59e-06,+,1,704,Distal,1897800,1797800.0,1997800.0,0,2,704,8,3,771,0.85,7.57,10.56,-4.97,8.240000000000002e-07,8.292142903084346e-05,-0.94,0.3497,0.9168571357814068,-3.21,0.01068,0.453937255047231,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,,,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,,1.0,1.0,0.0,0.0,ABHD17A,,50.36774033333334,6,,0,1,"1848772,1852155,1853494,1864231,1876230,1885550,1905281,1905750,1929432,1940830",0,,1,0,0,0
622570,chr19,7917728,7918295,7917984,7918003,1.14e-05,+,1,607,Promoter,7917993,7817993.0,8017993.0,1,2,607,8,3,771,2.81,9.21,6.79,-2.35,0.0189,0.2639049976674848,0.88,0.3799,0.9168571357814068,-4.06,0.002838,0.22196790524880708,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,,,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,,,46.74598579999999,10,,0,1,"7829939,7920288,7925339,7929526,7943769,8005763",0,,1,0,1,1
647864,chr20,45890056,45890617,45890215,45890234,1.97e-06,+,4,568,Promoter,45890224,45790224.0,45990224.0,0,2,568,8,3,771,0.61,4.85,7.52,-3.65,0.0002764,0.010776563153423572,-0.86,0.3883,0.9168571357814068,-2.81,0.02045,0.5669676231323748,2.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,,,1.0,1.0,0.0,0.0,CTSA,,10.0,10.0,3.0,3.0,0.0,0.0,0.0,0.0,,,1.0,1.0,0.0,0.0,CTSA,,72.59521857142856,14,,0,1,"45791921,45812486,45857439,45881138,45891307,45935230,45971965,45972416",0,,1,0,0,0
659360,chr21,34201840,34202671,N,N,N,N,N,684,Distal,34202255,33924174.0,34302255.0,0,2,684,8,3,771,0.8,4.95,6.72,-4.0,7.015e-05,0.003518637111111111,-0.73,0.4648,0.9168571357814068,-2.66,0.02586,0.6043442847443818,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,,,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,,,36.71768516666667,12,,0,1,33948835,0,,0,0,1,1
673666,chr22,49930843,49931256,N,N,N,N,N,679,Distal,49931049,49831049.0,50031049.0,1,2,679,8,3,771,3.39,11.05,13.12,-4.64,4.032e-06,0.00032347578697121545,-0.6,0.5472,0.9168571357814068,-3.36,0.008406,0.4064143671606152,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,,,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,,,,0,,0,1,"49839105,49853505,49918457,49929711,49960738",0,,1,0,0,0
678431,chrX,43949593,43950063,43949834,43949853,2.03e-06,+,1,556,Exon,43949843,43750576.0,44049843.0,0,2,556,8,3,771,0.28,7.92,5.02,-3.28,0.001084,0.03180027425746793,1.23,0.2201,0.9168571357814068,-8.84,9.877e-06,0.0020592408337371288,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,,,61.50946539999999,10,70.30889599999999,2,0,,0,,0,1,1,2
679019,chrX,48891666,48891986,48891851,48891870,6.18e-07,+,1,689,Distal,48891860,48791860.0,48991860.0,0,3,689,8,3,771,3.16,15.0,9.73,-3.47,0.0005572,0.01887294655842558,1.7,0.08938,0.7268792706610594,-4.45,0.001605,0.15331324337449698,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,,,4.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,,,1.0,1.0,0.0,0.0,PIM2,,7.438067694736843,19,,0,1,"48801708,48801939,48937144,48940337",0,,0,0,0,0
684993,chrX,131830691,131831128,131830976,131830995,5.61e-05,+,1,608,Promoter,131830985,131730985.0,131930985.0,0,2,608,8,3,771,0.44,6.24,6.72,-3.4,0.0006987,0.0225242492296886,-0.16,0.8731,0.9695416725542384,-4.27,0.0020829999999999998,0.1824371866734486,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,,,,0,,0,0,,0,,0,0,1,1
687193,chrX,154373299,154373833,154373452,154373471,3.32e-06,+,1,673,Promoter,154373461,154273461.0,154473461.0,0,2,673,8,3,771,0.53,6.92,13.84,-4.97,8.228e-07,8.282488393039919e-05,-1.58,0.1142,0.8160534751920282,-3.42,0.007654,0.3898516991713525,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,,,,0,,0,1,"154371334,154378767,154379111,154398355,154428617",0,,1,0,1,1
