chr,start,end,id,motif_start,motif_end,motif_pvalue,motif_strand,#motifs,occupancy_score,annotation,mid_position
chr6,109440680,109441569,268700,109440810,109440829,8.61e-07,+,2,634,Promoter,109440819
chr6,109526763,109527367,268730,109527185,109527204,1.57e-06,+,2,717,Intron,109527194
chr6,109705249,109705512,268770,109705330,109705349,2.94e-08,+,2,763,Intron,109705339
chr6,110039474,110039752,268866,110039599,110039618,5.41e-08,-,2,755,Distal,110039608
chr6,110053591,110053997,268870,110053815,110053834,2.6e-06,-,2,712,Distal,110053824
chr6,110178597,110179197,268896,N,N,N,N,N,698,Promoter,110178897
chr6,110390858,110391333,268966,110391021,110391040,1.77e-07,-,1,672,Distal,110391030
chr6,110457598,110457996,268986,110457753,110457772,1.5e-06,+,1,638,Intron,110457762
chr6,110528032,110528406,269009,110528241,110528260,1.24e-07,+,1,721,Distal,110528250
chr6,110682364,110682721,269053,110682515,110682534,6.98e-08,+,1,717,Intron,110682524
chr6,110879136,110879454,269111,110879316,110879335,5.79e-07,-,1,651,Intron,110879325
chr6,110949504,110950324,269126,110949876,110949895,2.19e-06,-,1,658,Distal,110949885
chr6,111011366,111011983,269143,111011821,111011840,6.39e-07,+,1,701,Intron,111011830
chr6,111056916,111057665,269152,111057473,111057492,9.07e-07,+,1,724,Distal,111057482
chr6,111210322,111210847,269200,111210455,111210474,1.64e-05,-,1,727,Intron,111210464
chr6,111258983,111259310,269212,N,N,N,N,N,755,Promoter,111259146
chr6,111361630,111361988,269241,111361841,111361860,2.92e-05,+,1,640,Intron,111361850
chr6,111642595,111642904,269340,111642742,111642761,1.09e-05,-,1,724,Distal,111642751
chr6,111709922,111710219,269369,111710057,111710076,8.1e-06,+,1,699,Intron,111710066
chr6,111721653,111722056,269374,111721832,111721851,4.79e-05,+,2,694,Intron,111721841
chr6,111997176,111997458,269472,111997316,111997335,5.04e-05,-,1,756,Distal,111997325
chr6,112029055,112029533,269479,112029392,112029411,2.95e-07,-,1,733,Distal,112029401
chr6,112043028,112043315,269485,112043178,112043197,1.11e-08,-,1,704,Distal,112043187
chr6,112043649,112043990,269486,112043840,112043859,3.42e-06,-,1,657,Distal,112043849
chr6,112163381,112163663,269515,112163508,112163527,2.15e-07,-,1,740,Intron,112163517
chr6,112180065,112180515,269519,112180280,112180299,1.5e-06,+,1,669,Intron,112180289
chr6,112312003,112312383,269549,112312144,112312163,9.6e-06,-,1,672,Distal,112312153
chr6,112337224,112337508,269559,112337346,112337365,2.03e-05,+,1,670,Distal,112337355
chr6,112780549,112780880,269632,112780674,112780693,3.11e-06,+,2,721,Distal,112780683
chr6,113306586,113306913,269712,113306731,113306750,1.5e-08,+,1,692,Distal,113306740
chr6,113858991,113859419,269862,113859102,113859121,3.24e-07,-,1,737,Promoter,113859111
chr6,113879523,113879824,269869,N,N,N,N,N,710,Distal,113879673
chr6,113909283,113909597,269880,113909448,113909467,2.43e-08,-,1,682,Intron,113909457
chr6,113936122,113936544,269887,113936290,113936309,1.05e-05,-,1,695,Exon,113936299
chr6,113980976,113981299,269896,113981128,113981147,1.34e-06,+,2,668,Intron,113981137
chr6,113994865,113995209,269899,113995068,113995087,4.79e-06,+,1,721,Intron,113995077
chr6,114096501,114096899,269929,114096747,114096766,8.88e-07,+,1,667,Intron,114096756
chr6,114108354,114108739,269931,114108567,114108586,2.44e-06,-,3,708,Intron,114108576
chr6,114747975,114748426,270023,114748095,114748114,1.28e-07,+,1,651,Distal,114748104
chr6,115838786,115839324,270142,N,N,N,N,N,659,Distal,115839055
chr6,115896549,115896896,270156,115896731,115896750,7.9e-06,-,1,688,Distal,115896740
chr6,116010829,116011161,270179,116010983,116011002,4.54e-09,+,2,729,Intron,116010992
chr6,116111932,116112244,270213,116112101,116112120,2.03e-06,+,2,650,Intron,116112110
chr6,116216902,116217353,270235,116217185,116217204,1.59e-05,+,1,620,Intron,116217194
chr6,116268567,116268852,270255,116268745,116268764,2.26e-06,+,2,712,Distal,116268754
chr6,116287698,116288025,270260,116287867,116287886,9.2e-06,+,1,706,Intron,116287876
chr6,116444146,116444572,270297,N,N,N,N,N,628,Distal,116444359
chr6,116511333,116511754,270321,116511501,116511520,2.89e-06,+,2,642,Promoter,116511510
chr6,116532037,116532432,270327,116532182,116532201,1.3e-07,-,1,702,Intron,116532191
chr6,116536171,116536783,270329,116536315,116536334,1.3e-07,+,1,673,Intron,116536324
chr6,116561424,116561706,270333,116561574,116561593,2.1e-07,-,2,739,Distal,116561583
chr6,116645344,116645933,270351,116645733,116645752,5.77e-06,-,1,699,Exon,116645742
chr6,116779330,116779976,270373,116779769,116779788,3.07e-08,+,2,641,Distal,116779778
chr6,116969219,116969589,270404,116969383,116969402,1.66e-05,-,1,663,Distal,116969392
chr6,116971737,116972313,270405,116972143,116972162,1.52e-05,+,1,618,Distal,116972152
chr6,117449657,117450170,270495,117450027,117450046,9.56e-07,+,1,725,Distal,117450036
chr6,117555849,117556229,270528,117556083,117556102,2.36e-09,-,1,706,Intron,117556092
chr6,117605183,117605560,270536,117605398,117605417,4.66e-06,-,1,706,Distal,117605407
chr6,117675067,117675461,270545,N,N,N,N,N,744,Promoter,117675264
chr6,117975860,117976411,270596,117976222,117976241,1.48e-06,+,2,676,Intron,117976231
chr6,118283794,118284140,270651,N,N,N,N,N,683,Intron,118283967
chr6,118508976,118509376,270696,118509183,118509202,1.12e-06,-,1,669,Intron,118509192
chr6,118551112,118551418,270703,N,N,N,N,N,666,Intron,118551265
chr6,118565338,118565713,270706,118565487,118565506,9.85e-06,+,2,634,Intron,118565496
chr6,118580801,118581152,270713,118581006,118581025,3.51e-07,-,1,709,Intron,118581015
chr6,118618800,118619102,270722,118618949,118618968,1.33e-05,-,2,752,Intron,118618958
chr6,118776560,118777038,270762,118776719,118776738,1.21e-07,-,1,715,Distal,118776728
chr6,118800487,118800828,270771,118800684,118800703,7.87e-08,-,1,752,Distal,118800693
chr6,118893899,118894245,270802,118894052,118894071,5.67e-07,+,2,722,Promoter,118894061
chr6,119110713,119111152,270845,119110920,119110939,3.17e-06,-,1,693,Distal,119110929
chr6,119129129,119129707,270854,119129554,119129573,3.24e-07,+,1,734,Distal,119129563
chr6,119148344,119148873,270862,119148713,119148732,9.07e-07,+,1,707,Promoter,119148722
chr6,119742235,119742605,270997,119742369,119742388,1.02e-06,+,1,734,Distal,119742378
chr6,120826220,120826700,271131,120826434,120826453,5.43e-07,-,1,654,Distal,120826443
chr6,121055536,121055900,271163,121055754,121055773,1.44e-05,+,1,696,Distal,121055763
chr6,121400799,121401173,271210,121400966,121400985,7e-06,-,1,658,Distal,121400975
chr6,121430482,121430837,271213,121430616,121430635,7.76e-06,+,1,636,Distal,121430625
chr6,121849510,121849856,271317,121849695,121849714,2.59e-07,-,2,706,Distal,121849704
chr6,122033622,122033918,271344,122033776,122033795,9.85e-07,-,1,648,Distal,122033785
chr6,122381448,122381852,271401,122381678,122381697,7.34e-07,+,1,725,Distal,122381687
chr6,122491980,122492361,271421,122492096,122492115,5.05e-06,+,2,735,Intron,122492105
chr6,122530476,122530823,271429,122530638,122530657,9.84e-05,-,1,732,Intron,122530647
chr6,122730855,122731139,271467,122730970,122730989,2.34e-06,+,1,687,Distal,122730979
chr6,122744081,122744589,271473,N,N,N,N,N,625,Distal,122744335
chr6,122789240,122790194,271481,122789419,122789438,5.08e-05,-,2,680,Promoter,122789428
chr6,122839507,122840181,271494,122839651,122839670,1.15e-07,-,1,706,Distal,122839660
chr6,122869478,122869772,271502,122869612,122869631,3.75e-06,+,1,681,Distal,122869621
chr6,123415875,123416318,271574,123416033,123416052,4.3e-09,+,1,675,Intron,123416042
chr6,123715234,123715849,271609,123715448,123715467,5.31e-07,-,1,638,Distal,123715457
chr6,123802591,123802873,271624,123802732,123802751,8.08e-07,+,2,741,Promoter,123802741
chr6,124870593,124870969,271748,124870798,124870817,1.69e-05,+,1,636,Distal,124870807
chr6,125114189,125114599,271820,125114436,125114455,2.26e-06,-,1,671,Distal,125114445
chr6,125153478,125153844,271832,125153693,125153712,4.44e-07,+,3,723,Promoter,125153702
chr6,125192205,125192860,271840,125192485,125192504,8.82e-06,+,2,726,Intron,125192494
chr6,125311098,125311459,271887,125311248,125311267,3.65e-06,+,1,693,Distal,125311257
chr6,125314164,125314427,271888,N,N,N,N,N,726,Distal,125314295
chr6,125769766,125770352,271999,125769989,125770008,3.92e-06,-,1,707,Distal,125769998
chr6,125791556,125791966,272009,125791769,125791788,2.01e-05,+,1,699,Intron,125791778
chr6,125858681,125859027,272029,125858885,125858904,2.11e-05,+,2,655,Intron,125858894
chr6,125889294,125889694,272040,125889481,125889500,1.29e-06,+,1,632,Exon,125889490
chr6,125906455,125906752,272044,125906588,125906607,1.13e-07,+,2,719,Intron,125906597
chr6,125956637,125956981,272063,125956762,125956781,5.19e-08,-,2,762,Promoter,125956771
chr6,125973991,125974659,272066,125974429,125974448,1.88e-07,-,1,639,Intron,125974438
chr6,125996001,125996290,272070,125996158,125996177,2.79e-07,+,1,750,Intron,125996167
chr6,126033625,126034032,272079,126033809,126033828,3.51e-07,+,1,661,Intron,126033818
chr6,126170808,126171229,272108,126171062,126171081,1.86e-06,-,1,629,Distal,126171071
chr6,126361079,126361551,272141,126361210,126361229,5.14e-07,+,1,628,Intron,126361219
chr6,126804280,126804595,272200,126804424,126804443,6.88e-07,+,1,697,Distal,126804433
chr6,127121387,127121716,272236,127121571,127121590,2.58e-05,-,1,726,Intron,127121580
chr6,127186973,127187249,272243,127187084,127187103,1.07e-06,+,1,632,Intron,127187093
chr6,127266416,127266818,272260,127266550,127266569,2.92e-07,-,2,741,Promoter,127266559
chr6,127302757,127303116,272270,127302927,127302946,1.01e-06,+,1,663,Intron,127302936
chr6,127420462,127420990,272304,127420634,127420653,9.28e-06,-,1,682,Distal,127420643
chr6,127464916,127465313,272316,127465048,127465067,1.28e-05,+,2,741,Intron,127465057
chr6,127515833,127517008,272326,127516586,127516605,6.36e-06,-,3,732,Exon,127516595
chr6,127641808,127642358,272346,127642193,127642212,5.15e-05,-,1,678,Distal,127642202
chr6,128725650,128726049,272471,128725810,128725829,2.13e-05,+,1,658,Distal,128725819
chr6,128731184,128731560,272472,128731337,128731356,3.11e-06,-,2,636,Distal,128731346
chr6,129252120,129252425,272546,129252280,129252299,1.79e-05,-,1,726,Exon,129252289
chr6,129370378,129370955,272574,129370590,129370609,1.45e-07,-,1,691,Intron,129370599
chr6,129498866,129499361,272606,129499202,129499221,1.24e-06,+,1,667,Intron,129499211
chr6,129575279,129575641,272622,129575482,129575501,1.09e-06,-,1,689,Distal,129575491
chr6,129598281,129598582,272629,129598423,129598442,1.26e-05,+,1,694,Intron,129598432
chr6,129730502,129730870,272677,129730681,129730700,1.12e-07,-,1,675,Distal,129730690
chr6,129751865,129752222,272686,129752022,129752041,9.05e-06,-,1,721,Distal,129752031
chr6,129775131,129775544,272689,129775314,129775333,2.45e-07,-,1,750,Distal,129775323
chr6,129936562,129936930,272729,129936741,129936760,2.26e-06,-,1,698,Distal,129936750
chr6,130020979,130021353,272748,130021212,130021231,8.82e-06,-,1,743,Intron,130021221
chr6,130293842,130294176,272812,130293977,130293996,3.27e-07,+,1,659,Intron,130293986
chr6,130322678,130323150,272820,130322858,130322877,2.2e-07,+,1,724,Intron,130322867
chr6,130365298,130365927,272826,130365462,130365481,4.93e-05,+,2,625,Promoter,130365471
chr6,130697994,130698353,272896,130698114,130698133,1.45e-07,-,2,715,Distal,130698123
chr6,130843544,130843927,272931,130843740,130843759,3.6e-05,-,1,631,Intron,130843749
chr6,130872319,130872551,272939,130872432,130872451,3.48e-08,-,1,749,Intron,130872441
chr6,130885344,130885676,272945,130885537,130885556,2.92e-07,+,1,722,Intron,130885546
chr6,131182897,131183484,273025,131183078,131183097,1.38e-06,+,1,638,Intron,131183087
chr6,131199670,131200036,273031,131199923,131199942,7e-06,-,2,679,Intron,131199932
chr6,131459953,131460419,273084,N,N,N,N,N,636,Distal,131460186
chr6,131519561,131520084,273096,131519757,131519776,3.11e-06,+,1,689,Distal,131519766
chr6,131628200,131628615,273114,131628397,131628416,1.57e-06,-,2,765,Promoter,131628406
chr6,131694829,131695179,273128,131695020,131695039,1.66e-05,+,1,722,Intron,131695029
chr6,131909910,131910282,273180,131910140,131910159,1.26e-06,-,1,720,Distal,131910149
chr6,131915015,131915487,273182,131915338,131915357,3.34e-08,+,1,731,Distal,131915347
chr6,131923429,131923751,273187,131923550,131923569,2.53e-07,+,1,702,Distal,131923559
chr6,132161311,132161674,273235,132161478,132161497,4.06e-07,-,1,640,Intron,132161487
chr6,132279586,132280054,273269,132279685,132279704,1.4e-07,+,2,762,Distal,132279694
chr6,132298203,132298747,273272,132298522,132298541,1.06e-06,-,1,651,Intron,132298531
chr6,132300366,132300672,273273,132300514,132300533,1.17e-06,+,1,649,Intron,132300523
chr6,132484126,132484827,273310,132484340,132484359,6.52e-07,-,1,711,Intron,132484349
chr6,132530147,132530717,273325,132530569,132530588,4.03e-08,+,2,728,Distal,132530578
chr6,132669656,132670247,273357,132669802,132669821,1.66e-05,+,1,624,Distal,132669811
chr6,132768019,132768563,273384,132768376,132768395,3.26e-06,-,1,697,Distal,132768385
chr6,132798940,132799273,273390,132799126,132799145,2.6e-06,-,1,743,Promoter,132799135
chr6,132823007,132823340,273400,132823144,132823163,8.92e-09,+,1,709,Distal,132823153
chr6,132937423,132937734,273426,132937544,132937563,1e-05,+,1,665,Distal,132937553
chr6,132962912,132963340,273432,132963154,132963173,1.15e-07,+,1,717,Distal,132963163
chr6,133512425,133512771,273528,133512610,133512629,3.55e-07,-,2,674,Intron,133512619
chr6,133553709,133554014,273541,133553860,133553879,1.26e-06,-,1,678,Intron,133553869
chr6,133568927,133569445,273545,133569043,133569062,1.03e-05,+,1,712,Intron,133569052
chr6,133817497,133817862,273597,N,N,N,N,N,648,Intron,133817679
chr6,133837695,133838175,273602,133837929,133837948,1.63e-07,+,3,733,Intron,133837938
chr6,133916616,133916881,273618,133916736,133916755,1.26e-08,-,1,748,Distal,133916745
chr6,133921277,133921596,273620,133921428,133921447,5.92e-07,-,1,682,Distal,133921437
chr6,133923948,133924266,273621,133924117,133924136,1.76e-05,+,1,709,Distal,133924126
chr6,133973389,133973717,273635,133973562,133973581,1.19e-06,+,1,680,Intron,133973571
chr6,134063869,134064251,273663,134064056,134064075,6.88e-06,+,2,742,Distal,134064065
chr6,134097162,134097473,273672,134097310,134097329,3.09e-07,-,1,695,Distal,134097319
chr6,134111138,134111481,273679,134111236,134111255,3.09e-07,+,1,749,Distal,134111245
chr6,134123587,134124254,273684,134123767,134123786,7.03e-07,+,1,718,Distal,134123776
chr6,134156796,134157091,273691,134156946,134156965,2.07e-07,+,1,703,Distal,134156955
chr6,134173951,134174309,273697,134174115,134174134,2.16e-08,+,1,722,Intron,134174124
chr6,134178439,134178768,273701,134178588,134178607,6.2e-05,-,1,702,Intron,134178597
chr6,134640985,134641497,273864,134641113,134641132,4.2e-07,-,1,753,Distal,134641122
chr6,134822943,134823365,273924,134823110,134823129,8.7e-07,-,2,754,Distal,134823119
chr6,134882515,134882787,273945,134882630,134882649,3.78e-06,-,1,739,Distal,134882639
chr6,134940778,134941495,273970,134941023,134941042,9.07e-07,-,1,656,Intron,134941032
chr6,135002260,135002798,273985,135002406,135002425,5.67e-07,-,1,625,Intron,135002415
chr6,135145002,135145304,274038,N,N,N,N,N,651,Distal,135145153
chr6,135162604,135162996,274045,135162838,135162857,9.26e-05,-,1,706,Distal,135162847
chr6,135183623,135184228,274052,135184027,135184046,8.17e-07,-,3,679,Intron,135184036
chr6,135423671,135424003,274135,135423840,135423859,2.85e-05,-,1,676,Intron,135423849
chr6,135451606,135452088,274143,135451796,135451815,2.08e-05,+,1,668,Intron,135451805
chr6,135506211,135506655,274154,135506441,135506460,7.42e-07,+,1,670,Intron,135506450
chr6,135535656,135536281,274161,135536100,135536119,7.24e-06,+,1,706,Intron,135536109
chr6,135909788,135910114,274245,135909961,135909980,7.5e-07,-,1,680,Intron,135909970
chr6,136226257,136226521,274325,136226402,136226421,2.34e-06,-,1,761,Distal,136226411
chr6,136317061,136317398,274343,136317213,136317232,1.31e-06,-,1,735,Distal,136317222
chr6,136550415,136551040,274417,136550569,136550588,3.23e-06,-,3,723,Promoter,136550578
chr6,136582768,136583362,274423,136583184,136583203,6.88e-07,+,1,633,Intron,136583193
chr6,136608221,136608546,274431,136608357,136608376,2.83e-06,+,1,728,Intron,136608366
chr6,136644161,136644509,274439,136644323,136644342,1.22e-06,+,1,754,Intron,136644332
chr6,136792419,136793396,274494,136792608,136792627,1.42e-05,-,3,744,Promoter,136792617
chr6,136822713,136823158,274498,136822910,136822929,1.26e-05,+,1,706,Promoter,136822919
chr6,136846059,136846592,274501,136846237,136846256,7.03e-07,+,1,681,Intron,136846246
chr6,136968143,136968521,274534,136968316,136968335,2.32e-06,+,2,732,Distal,136968325
chr6,137013772,137014185,274552,137014031,137014050,1.8e-05,-,1,626,Intron,137014040
chr6,137076557,137076923,274565,137076707,137076726,2.81e-06,+,1,748,Distal,137076716
chr6,137094298,137094700,274567,137094532,137094551,3.82e-06,+,1,718,Distal,137094541
chr6,137271618,137271923,274636,137271771,137271790,2.11e-05,+,1,712,Distal,137271780
chr6,137314318,137314632,274649,137314471,137314490,5.19e-08,-,1,736,Distal,137314480
chr6,137415373,137415932,274681,137415778,137415797,7.96e-06,-,1,672,Distal,137415787
chr6,137571888,137572226,274721,137572089,137572108,4.02e-05,-,1,654,Distal,137572098
chr6,137589413,137589769,274725,137589530,137589549,6.45e-07,-,3,655,Distal,137589539
chr6,137641414,137641830,274741,137641680,137641699,3.2e-07,-,1,721,Distal,137641689
chr6,137661380,137661923,274749,137661805,137661824,5.12e-08,+,1,658,Distal,137661814
chr6,137705366,137705629,274765,137705489,137705508,2.64e-05,+,1,730,Distal,137705498
chr6,137707770,137708265,274766,137708030,137708049,8.34e-07,+,2,726,Distal,137708039
chr6,137799977,137800345,274816,137800127,137800146,9.91e-05,+,1,703,Distal,137800136
chr6,137867023,137867411,274838,137867128,137867147,5.86e-08,-,1,718,Promoter,137867137
chr6,137944979,137945533,274867,137945099,137945118,8.7e-07,-,1,730,Distal,137945108
chr6,138001711,138002096,274890,138001936,138001955,2.16e-08,+,1,733,Distal,138001945
chr6,138006938,138007271,274893,138007106,138007125,1.75e-07,-,1,677,Distal,138007115
chr6,138109446,138109699,274925,138109576,138109595,4.9e-08,-,1,741,Distal,138109585
chr6,138115615,138116303,274927,138116039,138116058,1.54e-06,+,1,726,Distal,138116048
chr6,138287191,138287546,274986,138287396,138287415,4.98e-08,-,1,697,Intron,138287405
chr6,138403840,138404491,275017,138404306,138404325,6.52e-07,-,4,691,Promoter,138404315
chr6,138429000,138429482,275027,138429139,138429158,1.38e-07,+,1,650,Intron,138429148
chr6,138509415,138509717,275064,138509560,138509579,5.72e-06,-,2,696,Distal,138509569
chr6,138517539,138517973,275065,138517742,138517761,3.29e-08,-,1,672,Distal,138517751
chr6,138588813,138589137,275090,138588980,138588999,2.22e-08,+,1,744,Distal,138588989
chr6,138590847,138591210,275091,138591065,138591084,5.14e-07,-,1,729,Distal,138591074
chr6,138691946,138692554,275126,138692394,138692413,3.79e-07,+,1,736,Promoter,138692403
chr6,138765948,138766284,275146,138766087,138766106,1.21e-06,-,1,649,Intron,138766096
chr6,138816092,138816363,275162,138816229,138816248,1.57e-05,+,2,692,Intron,138816238
chr6,138988252,138988784,275228,138988365,138988384,1.25e-11,-,2,749,Promoter,138988374
chr6,139124807,139125229,275279,139125043,139125062,1.23e-05,+,1,674,Distal,139125052
chr6,139219117,139219603,275316,139219369,139219388,2.76e-06,+,1,741,Distal,139219378
chr6,139250445,139250915,275325,N,N,N,N,N,714,Intron,139250680
chr6,139364384,139364719,275367,139364579,139364598,1.93e-07,-,1,638,Distal,139364588
chr6,139369511,139369924,275370,139369658,139369677,3.48e-06,+,1,667,Distal,139369667
chr6,139881672,139882212,275549,139881848,139881867,1.99e-06,+,1,684,Distal,139881857
chr6,140441319,140441639,275664,140441473,140441492,3.29e-06,-,1,622,Distal,140441482
chr6,140921579,140921938,275753,140921808,140921827,6.03e-06,-,1,685,Distal,140921817
chr6,141562867,141563143,275865,141563003,141563022,1.79e-07,-,1,736,Distal,141563012
chr6,141677372,141678134,275881,141677790,141677809,2.73e-06,+,1,643,Distal,141677799
chr6,141989281,141989641,275917,141989431,141989450,1.17e-06,+,1,684,Distal,141989440
chr6,142112457,142112782,275937,142112639,142112658,2.41e-06,-,1,697,Distal,142112648
chr6,142146886,142147366,275944,142147039,142147058,1.2e-06,+,1,759,Promoter,142147048
chr6,142207428,142207721,275957,142207594,142207613,2.7e-06,-,1,727,Intron,142207603
chr6,142388269,142388679,275998,142388401,142388420,4e-06,-,1,647,Intron,142388410
chr6,142474422,142475109,276016,142474911,142474930,8.63e-08,+,2,743,Distal,142474920
chr6,142537859,142538209,276032,142538079,142538098,1.6e-06,-,3,638,Intron,142538088
chr6,142566579,142567209,276041,142566982,142567001,1.74e-06,+,2,755,Intron,142566991
chr6,142692877,142693328,276058,142693036,142693055,1.66e-05,+,2,754,Distal,142693045
chr6,142746530,142746935,276075,142746710,142746729,6.7e-06,+,1,632,Distal,142746719
chr6,143027015,143027420,276176,143027074,143027093,6.7e-05,+,1,696,Intron,143027083
chr6,143232904,143233267,276225,143233042,143233061,1.21e-07,+,1,674,Intron,143233051
chr6,143337623,143337925,276256,143337766,143337785,1.12e-07,-,3,659,Intron,143337775
chr6,143427131,143427534,276279,143427388,143427407,1.68e-05,-,1,756,Exon,143427397
chr6,143513423,143513692,276295,143513546,143513565,9.17e-07,+,1,628,Promoter,143513555
chr6,143575395,143575741,276316,143575530,143575549,3.06e-06,+,1,737,Distal,143575539
chr6,143940059,143940337,276414,143940178,143940197,1.86e-06,+,2,702,Distal,143940187
chr6,143942162,143942548,276415,143942283,143942302,2.2e-07,+,2,710,Exon,143942292
chr6,144013440,144013752,276435,144013592,144013611,4.01e-07,-,1,756,Intron,144013601
chr6,144104936,144105272,276469,144105074,144105093,4.42e-06,+,1,681,Distal,144105083
chr6,144215869,144216585,276509,144216032,144216051,3.65e-05,-,2,716,Distal,144216041
chr6,144482073,144482461,276604,144482284,144482303,8.07e-09,-,1,715,Exon,144482293
chr6,144581828,144582143,276634,144581988,144582007,1.2e-05,+,2,641,Intron,144581997
chr6,144585283,144585553,276637,144585407,144585426,4.17e-05,+,1,660,Intron,144585416
chr6,144931322,144931783,276705,144931612,144931631,9.36e-07,-,1,694,Distal,144931621
chr6,145028275,145028582,276718,145028414,145028433,6.32e-07,-,2,637,Distal,145028423
chr6,145634036,145634586,276834,145634178,145634197,2.48e-07,-,1,739,Intron,145634187
chr6,145888047,145888681,276879,145888195,145888214,1.31e-06,-,1,622,Intron,145888204
chr6,145929101,145929378,276887,145929227,145929246,7.11e-07,+,1,647,Intron,145929236
chr6,146543024,146543687,276992,146543491,146543510,2.15e-07,+,4,651,Promoter,146543500
chr6,146700030,146700454,277014,146700277,146700296,2.63e-07,-,1,714,Intron,146700286
chr6,146784933,146785365,277030,146785176,146785195,4.81e-07,-,1,650,Intron,146785185
chr6,146857242,146857765,277044,146857618,146857637,1.27e-09,+,2,761,Intron,146857627
chr6,147506484,147506960,277185,147506781,147506800,2.17e-06,+,1,673,Promoter,147506790
chr6,148144965,148145249,277305,148145099,148145118,8.98e-07,+,1,728,Distal,148145108
chr6,148166312,148166723,277310,148166542,148166561,1.19e-07,-,1,664,Distal,148166551
chr6,148177641,148178090,277313,148177810,148177829,1.04e-08,+,1,728,Distal,148177819
chr6,148464785,148465083,277417,148464924,148464943,1.02e-07,-,1,744,Intron,148464933
chr6,148559562,148560122,277451,148559932,148559951,1.68e-08,+,1,757,Distal,148559941
chr6,148578179,148578501,277460,N,N,N,N,N,740,Distal,148578340
chr6,148746379,148746946,277509,148746712,148746731,2.14e-05,-,2,643,Promoter,148746721
chr6,148947864,148948244,277596,148948055,148948074,4.01e-07,-,1,749,Intron,148948064
chr6,149028781,149029197,277628,149029006,149029025,5.63e-08,+,1,653,Intron,149029015
chr6,149082202,149082587,277650,149082433,149082452,1.02e-06,+,1,740,Distal,149082442
chr6,149431985,149432308,277788,149432167,149432186,1.01e-06,-,1,758,Distal,149432176
chr6,149517494,149518078,277822,N,N,N,N,N,690,Intron,149517786
chr6,149545908,149546474,277827,149546352,149546371,7.54e-09,+,1,756,Promoter,149546361
chr6,149565604,149566072,277831,149565732,149565751,4.06e-07,+,1,724,Promoter,149565741
chr6,149723879,149724152,277873,149724014,149724033,3.58e-06,+,1,734,Distal,149724023
chr6,149746147,149746682,277875,N,N,N,N,N,674,Promoter,149746414
chr6,149834501,149834828,277896,149834699,149834718,3.07e-08,+,1,745,Intron,149834708
chr6,149840604,149840904,277897,149840750,149840769,1.44e-06,+,2,720,Intron,149840759
chr6,149864928,149865278,277912,N,N,N,N,N,701,Promoter,149865103
chr6,149926252,149926526,277931,149926360,149926379,8.17e-06,-,1,745,Distal,149926369
chr6,149934171,149934680,277933,149934334,149934353,1.72e-08,+,2,718,Distal,149934343
chr6,150007097,150007486,277962,150007306,150007325,9.26e-07,+,1,656,Distal,150007315
chr6,150016809,150017230,277966,150017089,150017108,7.65e-08,-,1,719,Distal,150017098
chr6,150070967,150071422,277980,150071296,150071315,2.51e-07,+,1,744,Distal,150071305
chr6,150080678,150080965,277984,150080820,150080839,1.45e-07,+,1,757,Distal,150080829
chr6,150335095,150335480,278084,150335308,150335327,2.37e-05,-,1,717,Distal,150335317
chr6,150395471,150395830,278103,150395609,150395628,3.79e-05,-,2,727,Intron,150395618
chr6,150418055,150418476,278114,150418333,150418352,8.25e-07,+,1,691,Distal,150418342
chr6,150419082,150419373,278115,150419201,150419220,3.17e-06,+,1,683,Distal,150419210
chr6,150599739,150601083,278161,150600243,150600262,2.23e-05,+,4,654,Promoter,150600252
chr6,150685898,150686242,278190,150686094,150686113,2.39e-08,+,1,696,Intron,150686103
chr6,150741743,150742134,278211,150741980,150741999,2.42e-07,-,1,627,Intron,150741989
chr6,150815135,150815435,278242,150815311,150815330,1.24e-06,-,1,633,Intron,150815320
chr6,150817826,150818178,278243,150817997,150818016,3.92e-06,+,1,704,Intron,150818006
chr6,150865422,150865816,278258,150865672,150865691,5.02e-07,-,1,686,Promoter,150865681
chr6,150891826,150892269,278269,150892080,150892099,5.14e-06,+,1,743,Intron,150892089
chr6,151014354,151014696,278313,151014515,151014534,5.98e-06,+,1,763,Intron,151014524
chr6,151324259,151324544,278400,151324409,151324428,1.01e-07,-,1,763,Intron,151324418
chr6,151334824,151335167,278401,151335009,151335028,4.65e-07,-,1,730,Intron,151335018
chr6,151406078,151406548,278434,151406225,151406244,3e-06,+,1,704,Intron,151406234
chr6,151475620,151476449,278454,151476090,151476109,7.16e-09,-,2,732,Distal,151476099
chr6,151675761,151676096,278543,151675901,151675920,7.12e-06,+,1,755,Distal,151675910
chr6,151764330,151764622,278575,151764483,151764502,1.04e-05,+,2,684,Intron,151764492
chr6,151765374,151765757,278576,151765618,151765637,1.03e-05,+,1,655,Intron,151765627
chr6,152124369,152124785,278675,152124619,152124638,3.78e-06,-,1,685,Intron,152124628
chr6,152206168,152206797,278706,152206626,152206645,8.34e-07,+,1,654,Intron,152206635
chr6,152268016,152268622,278726,152268437,152268456,3.48e-06,-,1,622,Intron,152268446
chr6,152301845,152302410,278737,N,N,N,N,N,692,Intron,152302127
chr6,152338481,152338862,278753,N,N,N,N,N,754,Intron,152338671
chr6,152552606,152552927,278798,152552772,152552791,5.24e-06,+,1,739,Intron,152552781
chr6,152642986,152643371,278816,152643147,152643166,1.57e-06,-,2,706,Distal,152643156
